Set,Damage,DPS,Weapon_Damage,Weapon_DPS,Weapon_PCT,Passive2_Damage,Passive2_DPS,Passive2_PCT,Gadget1_Damage,Gadget1_DPS,Gadget1_PCT,Passive1_Damage,Passive1_DPS,Passive1_PCT,Gadget2_Damage,Gadget2_DPS,Gadget2_PCT,Gadget3_Damage,Gadget3_DPS,Gadget3_PCT,Passive3_Damage,Passive3_DPS,Passive3_PCT,_Damage,_DPS,_PCT,_Damage,_DPS,_PCT,_Damage,_DPS,_PCT,
String,Int,Float,Int,Int,Float,Int,Int,Float,Int,Int,Float,Int,Int,Float,Int,Int,Float,Int,Int,Float,Int,Int,Float,Int,Int,Float,Int,Int,Float,Int,Int,Float,
SingleBow,49450,164.833328,49450,164.833328,1,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0
FistsOfFury,22848,76.160004,22848,76.160004,1,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0
AreaHeal,34560,115.199997,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0
MagicMissilesSkill,44739,149.130005,0,0.000000,0,0,0.000000,0,10125,33.750000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0
PushBackSkill,45219,150.729996,0,0.000000,0,0,0.000000,0,10875,36.250000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0
IceStormSkill,41130,137.100006,0,0.000000,0,0,0.000000,0,6300,21.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0
HealSkill,39042,130.139999,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0
MiniPushbackSkill,53360,177.866669,0,0.000000,0,0,0.000000,0,19880,66.266670,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0
SingleHeal,34020,113.400002,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0
BleedDaggerSkill,46929,156.429993,0,0.000000,0,0,0.000000,0,10295,34.316666,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0
AggroSkill,34344,114.480003,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0
MultiZapSkill,54420,181.399994,0,0.000000,0,0,0.000000,0,20400,68.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0
JumpSkill,40,0.133333,0,0.000000,0,0,0.000000,0,40,0.133333,1,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0
SummonPetSkill,42630,142.100006,0,0.000000,0,0,0.000000,0,7800,26.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0,0,0.000000,0
