Barbarian,,,,,,,,,,,,,,,,,
,Knockout,sc3d/dragonling_weakmelee_knockout_start.glb,,,,,,fmod_studio_sounds/characters/dragonling_weak/enemy_dragonling_smaller_knockout_vo,,,,,,2,60,,
,Knockout Loop,sc3d/dragonling_weakmelee_knockout_loop.glb,,,,,,,,,,,,2,100,,
,Knockout Recover,sc3d/dragonling_weakmelee_knockout_recover.glb,,,,,,,,,,,,2,100,,
,Alert,sc3d/dragonling_weakmelee_alert.glb,,2,14,,,fmod_studio_sounds/characters/dragonling_weak/enemy_dragonling_small_alert,,,,,,,,,
,Static Ui,sc3d/dragonling_weakmelee_idle_a.glb,,1,1,,,,,,,,,,,,
,Celebrate,sc3d/dragonling_weakmelee_idle_d.glb,,,29,,,,,,,,,2,100,,
,Despawn,sc3d/dragonling_strongslammer_despawn.glb,,,,,,,,,,,,2,700,,
Dragonling Strong Slammer,,,,,,,,,,,,,,,,,
,Name,SCW,VariationWeight,StartFrame,EndFrame,EndSettleFrame,LoopFrame,Effect,EffectFrame,EffectOffsetX,EffectOffsetY,EffectOffsetZ,EffectStopAction,Priority,FadeIn,AutoFadeOut,Mount
,string,string,int,int,int,int,int,string,int,int,int,int,string,string,int,int,string
,Idle,sc3d/dragonling_strongslammer_idle_a.glb,6,,,,,fmod_studio_sounds/characters/dragonling_strong_slammer/enemy_dragonling_strongslammer_idle_a,,,,,kill,,200,,
,,sc3d/dragonling_strongslammer_idle_b.glb,10,,,,,fmod_studio_sounds/characters/dragonling_strong_slammer/enemy_dragonling_strongslammer_idle_a,,,,,kill,,200,,
,Run,sc3d/dragonling_strongslammer_run.glb,,,,,,fmod_studio_sounds/characters/dragonling_strong_slammer/enemy_dragonling_strongslammer_run,,,,,kill,,100,,
,,,,,,,,fmod_studio_sounds/footsteps/footstep_very_light,1,,,,,,,,
,,,,,,,,fmod_studio_sounds/footsteps/footstep_very_light,11,,,,,,,,
,Attack1,sc3d/dragonling_strongslammer_attack_a.glb,,,,,,fmod_studio_sounds/characters/dragonling_strong_slammer/enemy_dragonling_strongslammer_attack_a,,,,,,2,100,,
,Attack2,sc3d/dragonling_strongslammer_attack_a.glb,,,,,,fmod_studio_sounds/characters/dragonling_strong_slammer/enemy_dragonling_strongslammer_attack_a,,,,,,2,100,,
,,,,,,,,,51,,,,,,,,
,Ambush,sc3d/dragonling_weakmelee_ambush.glb,,,,,,fmod_studio_sounds/characters/dragonling_strong_slammer/enemy_dragonling_strongslammer_ambush,,,,,,2,,,
,,,,,,,,fmod_studio_sounds/characters_common/ground_impact_smaller,25,,,,,,,,
,,,,,,,,fx/effect/ps_dragonling_weak_ambush_01,27,,,,,,,,
,Stun,sc3d/dragonling_strongslammer_stun.glb,,,10,,,fmod_studio_sounds/characters/dragonling_strong_slammer/enemy_dragonling_strongslammer_stun,,,,,,2,60,,
,Stun Loop,sc3d/dragonling_strongslammer_stun.glb,,11,50,,,,,,,,,2,,,
,Stun Recover,sc3d/dragonling_strongslammer_stun.glb,,51,65,,,,,,,,,2,60,,
,Skill1,sc3d/dragonling_strongslammer_skill_a.glb,,,10,,,fmod_studio_sounds/characters/dragonling_strong_slammer/enemy_dragonling_strongslammer_skill_a,,,,,,2,60,,
,,,,,,,,fx/effect/ps_slammer_slash_02,5,,,,,,,,
,,,,,,,,fx/effect/ps_slammer_slash_start_01,,,,,,,,,
,Skill2,sc3d/dragonling_strongslammer_skill_a.glb,,11,35,,,fmod_studio_sounds/characters/dragonling_strong_slammer/enemy_dragonling_strongslammer_skill_a,,,,,,2,,,
,Knockout,sc3d/dragonling_strongslammer_stun.glb,,,10,,,fmod_studio_sounds/characters/dragonling_strong_slammer/enemy_dragonling_strongslammer_stun,,,,,,2,60,,
,Knockout Loop,sc3d/dragonling_strongslammer_stun.glb,,11,50,,,,,,,,,2,,,
,Knockout Recover,sc3d/dragonling_strongslammer_stun.glb,,51,65,,,,,,,,,2,60,,
,Alert,sc3d/dragonling_strongslammer_alert.glb,,,,,,fmod_studio_sounds/characters/dragonling_strong_slammer/enemy_dragonling_strongslammer_alert,,,,,,,,,
,Static Ui,sc3d/dragonling_strongslammer_idle_a.glb,,40,40,,,,,,,,,,,,
,Celebrate,sc3d/dragonling_strongslammer_idle_b.glb,,70,90,,,,,,,,,2,200,,
,Despawn,sc3d/dragonling_strongslammer_despawn.glb,,,,,,,,,,,,2,700,,
Dragonling Weak Ranged,,,,,,,,,,,,,,,,,
,Name,SCW,VariationWeight,StartFrame,EndFrame,EndSettleFrame,LoopFrame,Effect,EffectFrame,EffectOffsetX,EffectOffsetY,EffectOffsetZ,EffectStopAction,Priority,FadeIn,AutoFadeOut,Mount
,string,string,int,int,int,int,int,string,int,int,int,int,string,string,int,int,string
,Idle,sc3d/dragonling_weakranged_idle_a.glb,7,,,,,fmod_studio_sounds/characters/dragonling_weak/enemy_dragonling_small_idle_vo,,,,,,,100,,
,,sc3d/dragonling_weakranged_idle_b.glb,10,,,,,fmod_studio_sounds/characters/dragonling_weak/enemy_dragonling_small_idle_vo,,,,,,,100,,
,,sc3d/dragonling_weakranged_idle_c.glb,8,,,,,fmod_studio_sounds/characters/dragonling_weak/enemy_dragonling_small_idle_vo,,,,,,,100,,
,,sc3d/dragonling_weakranged_idle_d.glb,5,,,,,fmod_studio_sounds/characters/dragonling_weak/enemy_dragonling_small_idle_vo,,,,,,,100,,
,Run,sc3d/dragonling_weakranged_run_a.glb,10,,,,,fmod_studio_sounds/characters/dragonling_weak/enemy_dragonling_smaller_run_vo,,,,,,1,100,,
,Attack1,sc3d/dragonling_weakranged_attack_a.glb,,,,,,fmod_studio_sounds/characters/dragonling_weak/enemy_dragonling_small_ranged_attack_vo,,,,,,2,60,,
,Attack2,sc3d/dragonling_weakranged_attack_b.glb,,,,,,fmod_studio_sounds/characters/dragonling_weak/enemy_dragonling_small_ranged_attack_vo,,,,,,2,60,,
,Ambush,sc3d/dragonling_weakranged_ambush.glb,,,,,,fmod_studio_sounds/characters/dragonling_weak/enemy_dragonling_smaller_ambush_vo,,,,,,2,,,
,,,,,,,,fx/effect/ps_dragonling_weak_ambush_01,,,,,,,,,
,Stun,sc3d/dragonling_weakranged_stun.glb,,,9,,,fmod_studio_sounds/characters/dragonling_weak/enemy_dragonling_small_knockout_vo,,,,,,2,60,,
,Stun Loop,sc3d/dragonling_weakranged_stun.glb,,10,49,,,,,,,,,2,,,
,Stun Recover,sc3d/dragonling_weakranged_stun.glb,,50,60,,,,,,,,,2,250,,
,Knockout,sc3d/dragonling_weakranged_stun.glb,,,9,,,fmod_studio_sounds/characters/dragonling_weak/enemy_dragonling_small_knockout_vo,,,,,,2,60,,
,Knockout Loop,sc3d/dragonling_weakranged_stun.glb,,10,49,,,,,,,,,2,,,
,Knockout Recover,sc3d/dragonling_weakranged_stun.glb,,50,60,,,,,,,,,2,250,,
,Alert,sc3d/dragonling_weakranged_alert.glb,,,,,,fmod_studio_sounds/characters/dragonling_weak/enemy_dragonling_small_alert,,,,,,2,60,,
,Static Ui,sc3d/dragonling_weakranged_idle_a.glb,,1,1,,,,,,,,,,,,
,Celebrate,sc3d/dragonling_weakranged_idle_d.glb,,,29,,,fmod_studio_sounds/characters/dragonling_weak/enemy_dragonling_small_idle_vo,,,,,,2,100,,
Dragonling Strong Jumper,,,,,,,,,,,,,,,,,
,Name,SCW,VariationWeight,StartFrame,EndFrame,EndSettleFrame,LoopFrame,Effect,EffectFrame,EffectOffsetX,EffectOffsetY,EffectOffsetZ,EffectStopAction,Priority,FadeIn,AutoFadeOut,Mount
,string,string,int,int,int,int,int,string,int,int,int,int,string,string,int,int,string
,Idle,sc3d/dragonling_strongjumper_idle_b.glb,7,,,,,,,,,,,,200,,
,,sc3d/dragonling_strongjumper_idle_d.glb,5,,,,,,,,,,,,200,,
,,sc3d/dragonling_strongjumper_idle_c.glb,4,,,,,,,,,,,,200,,
,Run,sc3d/dragonling_strongjumper_run.glb,,,,,,fmod_studio_sounds/characters/dragonling_strong_jumper/enemy_dragonling_large_run_vo,6,,,,,1,200,,
,,,,,,,,fmod_studio_sounds/characters/dragonling_strong_jumper/enemy_dragonling_large_run_vo,12,,,,,,,,
,,,,,,,,fmod_studio_sounds/characters/dragonling_strong_jumper/enemy_dragonling_large_run_vo,17,,,,,,,,
,Attack1,sc3d/dragonling_strongjumper_attack_a.glb,,,,,,fmod_studio_sounds/characters/dragonling_strong_jumper/enemy_dragonling_large_attack_vo,,,,,,2,50,,
,,,,,,,,fx/effect/ps_dragonling_jumper_poke_01,8,,,,,,50,,
,Ambush,sc3d/dragonling_strongjumper_skill_a.glb,,13,74,,,fmod_studio_sounds/characters/dragonling_strong_jumper/enemy_dragonling_large_ambush_vo,,,,,,2,50,,
,,,,,,,,fmod_studio_sounds/characters/dragonling_strong_jumper/enemy_dragonling_large_jump_slam,43,,,,,,,,
,Stun,sc3d/dragonling_strongjumper_stun.glb,,,9,,,fmod_studio_sounds/characters/dragonling_strong_jumper/enemy_dragonling_large_knockout_vo,,,,,,2,60,,
,Stun Loop,sc3d/dragonling_strongjumper_stun.glb,,10,51,,,,,,,,,,,,
,Stun Recover,sc3d/dragonling_strongjumper_stun.glb,,52,62,,,,,,,,,2,250,,
,Skill1,sc3d/dragonling_strongjumper_skill_a.glb,,,,,,fmod_studio_sounds/characters/dragonling_strong_jumper/enemy_dragonling_large_jump_01_vo,,,,,,2,100,,
,,,,,,,,fmod_studio_sounds/characters/dragonling_strong_jumper/enemy_dragonling_large_jump_02_vo,40,,,,,,,,
,,,,,,,,fmod_studio_sounds/characters/dragonling_strong_jumper/enemy_dragonling_large_jump_03_vo,64,,,,,,,,
,Skill2,sc3d/dragonling_strongjumper_skill_a.glb,,13,74,,,fmod_studio_sounds/characters/dragonling_strong_jumper/enemy_dragonling_large_jump_01_vo,,,,,,2,100,,
,Knockout,sc3d/dragonling_strongjumper_knockout.glb,,,9,,,fmod_studio_sounds/characters/dragonling_strong_jumper/enemy_dragonling_large_knockout_vo,,,,,,2,60,,
,Knockout Loop,sc3d/dragonling_strongjumper_knockout.glb,,10,45,,,,,,,,,2,,,
,Knockout Recover,sc3d/dragonling_strongjumper_knockout.glb,,46,56,,,,,,,,,2,250,,
,Alert,sc3d/dragonling_strongjumper_alert.glb,,,,,,fmod_studio_sounds/characters/dragonling_strong_jumper/enemy_dragonling_large_alert_vo,,,,,,,,,
,Spawn,sc3d/dragonling_strongjumper_spawn.glb,,,,,,,,,,,,,,,
,Static Ui,sc3d/dragonling_strongjumper_idle_b.glb,,65,65,,,,,,,,,,,,
,Celebrate,sc3d/dragonling_strongjumper_idle_d.glb,,20,59,,,,,,,,,2,100,,
Dragonling Strong Jumper Chaos,,,,,,,,,,,,,,,,,
,Name,SCW,VariationWeight,StartFrame,EndFrame,EndSettleFrame,LoopFrame,Effect,EffectFrame,EffectOffsetX,EffectOffsetY,EffectOffsetZ,EffectStopAction,Priority,FadeIn,AutoFadeOut,Mount
,string,string,int,int,int,int,int,string,int,int,int,int,string,string,int,int,string
,Idle,sc3d/dragonling_strongjumper_idle_b.glb,7,,,,,,,,,,,,200,,
,,sc3d/dragonling_strongjumper_idle_d.glb,5,,,,,,,,,,,,200,,
,,sc3d/dragonling_strongjumper_idle_c.glb,4,,,,,,,,,,,,200,,
,Run,sc3d/dragonling_strongjumper_run.glb,,,,,,fmod_studio_sounds/characters/dragonling_strong_jumper/enemy_dragonling_large_run_vo,6,,,,,1,200,,
,,,,,,,,fmod_studio_sounds/characters/dragonling_strong_jumper/enemy_dragonling_large_run_vo,12,,,,,,,,
,,,,,,,,fmod_studio_sounds/characters/dragonling_strong_jumper/enemy_dragonling_large_run_vo,17,,,,,,,,
,Attack1,sc3d/dragonling_strongjumper_attack_a.glb,,,,,,fmod_studio_sounds/characters/dragonling_strong_jumper/enemy_dragonling_large_attack_vo,,,,,,2,50,,
,,,,,,,,fx/effect/ps_dragonling_jumper_poke_01,8,,,,,,50,,
,Ambush,sc3d/dragonling_strongjumper_skill_a.glb,,13,74,,,fmod_studio_sounds/characters/dragonling_strong_jumper/enemy_dragonling_large_ambush_vo,,,,,,2,50,,
,,,,,,,,fmod_studio_sounds/characters/dragonling_strong_jumper/enemy_dragonling_large_jump_slam,43,,,,,,,,
,Stun,sc3d/dragonling_strongjumper_stun.glb,,,9,,,fmod_studio_sounds/characters/dragonling_strong_jumper/enemy_dragonling_large_knockout_vo,,,,,,2,60,,
,Stun Loop,sc3d/dragonling_strongjumper_stun.glb,,10,51,,,,,,,,,,,,
,Stun Recover,sc3d/dragonling_strongjumper_stun.glb,,52,62,,,,,,,,,2,250,,
,Skill1,sc3d/dragonling_strongjumper_skill_a.glb,,7,65,,,fmod_studio_sounds/characters/dragonling_strong_jumper/enemy_dragonling_large_jump_01_vo,,,,,,2,100,,
,,,,,,,,fmod_studio_sounds/characters/dragonling_strong_jumper/enemy_dragonling_large_jump_02_vo,40,,,,,,,,
,,,,,,,,fmod_studio_sounds/characters/dragonling_strong_jumper/enemy_dragonling_large_jump_03_vo,64,,,,,,,,
,Skill2,sc3d/dragonling_strongjumper_skill_a.glb,,13,74,,,fmod_studio_sounds/characters/dragonling_strong_jumper/enemy_dragonling_large_jump_01_vo,,,,,,2,100,,
,Skill3,sc3d/dragonling_strongjumper_skill_a.glb,,0,11,,,fmod_studio_sounds/characters/dragonling_strong_jumper/enemy_dragonling_large_jump_01_vo,,,,,,2,100,,
,Skill4,sc3d/dragonling_strongjumper_skill_a.glb,,11,47,,,fmod_studio_sounds/characters/dragonling_strong_jumper/enemy_dragonling_large_jump_02_vo,40,,,,,2,100,100,
,Skill5,sc3d/dragonling_strongjumper_skill_a.glb,,48,74,,,fmod_studio_sounds/characters/dragonling_strong_jumper/enemy_dragonling_large_jump_03_vo,64,,,,,2,100,,
,Knockout,sc3d/dragonling_strongjumper_knockout.glb,,,9,,,fmod_studio_sounds/characters/dragonling_strong_jumper/enemy_dragonling_large_knockout_vo,,,,,,2,60,,
,Knockout Loop,sc3d/dragonling_strongjumper_knockout.glb,,10,45,,,,,,,,,2,,,
,Knockout Recover,sc3d/dragonling_strongjumper_knockout.glb,,46,56,,,,,,,,,2,250,,
,Alert,sc3d/dragonling_strongjumper_alert.glb,,,,,,fmod_studio_sounds/characters/dragonling_strong_jumper/enemy_dragonling_large_alert_vo,,,,,,,,,
,Spawn,sc3d/dragonling_strongjumper_spawn.glb,,,,,,,,,,,,,,,
,Static Ui,sc3d/dragonling_strongjumper_idle_b.glb,,65,65,,,,,,,,,,,,
,Celebrate,sc3d/dragonling_strongjumper_idle_d.glb,,20,59,,,,,,,,,2,100,,
Dragonling Jump Shooter,,,,,,,,,,,,,,,,,
,Name,SCW,VariationWeight,StartFrame,EndFrame,EndSettleFrame,LoopFrame,Effect,EffectFrame,EffectOffsetX,EffectOffsetY,EffectOffsetZ,EffectStopAction,Priority,FadeIn,AutoFadeOut,Mount
,string,string,int,int,int,int,int,string,int,int,int,int,string,string,int,int,string
,Idle,sc3d/dragonling_strongjumpshooter_idle_a.glb,10,,,,,,,,,,,,200,,
,,sc3d/dragonling_strongjumpshooter_idle_a.glb,5,,,,,,,,,,,,200,,
,,sc3d/dragonling_strongjumpshooter_idle_a.glb,2,,,,,,,,,,,,200,,
,Run,sc3d/dragonling_strongjumpshooter_run.glb,,,,,,fmod_studio_sounds/characters/dragonling_strong_jumper/enemy_dragonling_large_run_vo,6,,,,,1,200,,
,,,,,,,,fmod_studio_sounds/characters/dragonling_strong_jumper/enemy_dragonling_large_run_vo,12,,,,,,,,
,,,,,,,,fmod_studio_sounds/characters/dragonling_strong_jumper/enemy_dragonling_large_run_vo,17,,,,,,,,
,Attack1,sc3d/dragonling_strongjumpshooter_attack_a.glb,,,,,,fx/effect/ps_jumpshotter_poke_01,8,,,,,2,100,100,
,,,,,,,,fmod_studio_sounds/characters/dragonling_strong_jumper/enemy_dragonling_jumpshooter_attack,,,,,,,,,
,Ambush,sc3d/dragonling_strongjumper_skill_a.glb,,13,74,,,fmod_studio_sounds/characters/dragonling_strong_jumper/enemy_dragonling_jumpshooter_skill_a,,,,,,2,50,,
,Stun,sc3d/dragonling_strongjumpshooter_knockout.glb,,,10,,,fmod_studio_sounds/characters/dragonling_strong_jumper/enemy_dragonling_large_knockout_vo,,,,,,2,60,,
,Stun Loop,sc3d/dragonling_strongjumpshooter_knockout.glb,,10,44,,,,,,,,,,,,
,Stun Recover,sc3d/dragonling_strongjumpshooter_knockout.glb,,44,58,,,,,,,,,2,250,,
,Skill1,sc3d/dragonling_strongjumpshooter_skill_a.glb,,,,,,fmod_studio_sounds/characters/dragonling_strong_jumper/enemy_dragonling_jumpshooter_skill_a,,,,,,2,100,,
,Skill2,sc3d/dragonling_strongjumper_skill_a.glb,,13,74,,,fmod_studio_sounds/characters/dragonling_strong_jumper/enemy_dragonling_large_jump_01_vo,,,,,,2,100,,
,Skill3,sc3d/dragonling_strongjumpshooter_run.glb,,,20,,,,,,,,,2,60,,
,Knockout,sc3d/dragonling_strongjumpshooter_knockout.glb,,,10,,,fmod_studio_sounds/characters/dragonling_strong_jumper/enemy_dragonling_large_knockout_vo,,,,,,2,60,,
,Knockout Loop,sc3d/dragonling_strongjumpshooter_knockout.glb,,10,44,,,,,,,,,2,,,
,Knockout Recover,sc3d/dragonling_strongjumpshooter_knockout.glb,,44,58,,,,,,,,,2,250,,
,Alert,sc3d/dragonling_strongjumper_alert.glb,,,,,,fmod_studio_sounds/characters/dragonling_strong_jumper/enemy_dragonling_large_alert_vo,,,,,,,,,
,Static Ui,sc3d/dragonling_strongjumpshooter_idle_a.glb,,1,1,,,,,,,,,,,,
Dragonling Strong Healer,,,,,,,,,,,,,,,,,
,Name,SCW,VariationWeight,StartFrame,EndFrame,EndSettleFrame,LoopFrame,Effect,EffectFrame,EffectOffsetX,EffectOffsetY,EffectOffsetZ,EffectStopAction,Priority,FadeIn,AutoFadeOut,Mount
,string,string,int,int,int,int,int,string,int,int,int,int,string,string,int,int,string
,Idle,sc3d/dragonling_stronghealer_idle_a.glb,10,,,,,fmod_studio_sounds/characters/dragonling_strong_healer/enemy_dragonling_strong_healer_idle_a,,,,,,1,250,,
,,sc3d/dragonling_stronghealer_idle_b.glb,10,,,,,fmod_studio_sounds/characters/dragonling_strong_healer/enemy_dragonling_strong_healer_idle_b,,,,,,,250,,
,,sc3d/dragonling_stronghealer_idle_c.glb,4,,,,,fmod_studio_sounds/characters/dragonling_strong_healer/enemy_dragonling_strong_healer_idle_c,5,,,,,,250,,
,,sc3d/dragonling_stronghealer_idle_d.glb,4,,,,,fmod_studio_sounds/characters/dragonling_strong_healer/enemy_dragonling_strong_healer_idle_d,7,,,,,,250,,
,Run,sc3d/dragonling_stronghealer_run.glb,,,,,,fmod_studio_sounds/characters/dragonling_strong_healer/enemy_dragonling_strong_healer_run,1,,,,,1,100,,
,,,,,,,,fmod_studio_sounds/footsteps/footstep_very_light,2,,,,,,,,
,,,,,,,,fmod_studio_sounds/footsteps/footstep_very_light,11,,,,,,,,
,Attack1,sc3d/dragonling_stronghealer_attack_a.glb,,,,,,fmod_studio_sounds/characters/dragonling_strong_healer/enemy_dragonling_strong_healer_attack_a,,,,,,2,100,,
,Attack2,sc3d/dragonling_stronghealer_attack_b.glb,,,,,,fmod_studio_sounds/characters/dragonling_strong_healer/enemy_dragonling_strong_healer_attack_b,,,,,,2,100,,
,Ambush,sc3d/dragonling_stronghealer_ambush.glb,,,,,,fmod_studio_sounds/characters/dragonling_strong_healer/enemy_dragonling_strong_healer_ambush,,,,,,2,60,,
,,,,,,,,fmod_studio_sounds/characters_common/ground_impact_smaller,25,,,,,,,,
,,,,,,,,fx/effect/ps_screenshake_01,26,,,,,,,,
,Stun,sc3d/dragonling_stronghealer_stun.glb,,,10,,,fmod_studio_sounds/characters/dragonling_strong_healer/enemy_dragonling_strong_healer_stun,,,,,,2,60,,
,Stun Loop,sc3d/dragonling_stronghealer_stun.glb,,11,68,,,fmod_studio_sounds/characters/dragonling_strong_healer/enemy_dragonling_strong_healer_stun_loop,,,,,,2,,,
,Stun Recover,sc3d/dragonling_stronghealer_stun.glb,,69,78,,,fmod_studio_sounds/characters/dragonling_strong_healer/enemy_dragonling_strong_healer_recover,,,,,,2,250,,
,Skill1,sc3d/dragonling_stronghealer_skill_a.glb,,,,,,fx/effect/ps_dragonling_shaman_scepter_01,,,,,,2,150,,
,,,,,,,,fmod_studio_sounds/characters/dragonling_strong_healer/enemy_dragonling_strong_healer_skill_a,,,,,,,,,
,Knockout,sc3d/dragonling_stronghealer_stun.glb,,,10,,,fmod_studio_sounds/characters/dragonling_strong_healer/enemy_dragonling_strong_healer_stun,,,,,,2,300,,
,Knockout Loop,sc3d/dragonling_stronghealer_stun.glb,,11,68,,,fmod_studio_sounds/characters/dragonling_strong_healer/enemy_dragonling_strong_healer_stun_loop,,,,,,2,250,,
,Knockout Recover,sc3d/dragonling_stronghealer_stun.glb,,69,78,,,fmod_studio_sounds/characters/dragonling_strong_healer/enemy_dragonling_strong_healer_recover,,,,,,2,250,,
,Alert,sc3d/dragonling_stronghealer_alert.glb,,,,,,fmod_studio_sounds/characters/dragonling_strong_healer/enemy_dragonling_strong_healer_alert,,,,,,2,100,,
Dragonling Boss Jumper,,,,,,,,,,,,,,,,,
,Name,SCW,VariationWeight,StartFrame,EndFrame,EndSettleFrame,LoopFrame,Effect,EffectFrame,EffectOffsetX,EffectOffsetY,EffectOffsetZ,EffectStopAction,Priority,FadeIn,AutoFadeOut,Mount
,string,string,int,int,int,int,int,string,int,int,int,int,string,string,int,int,string
,Alert,sc3d/dragonling_bossjumper_alert.glb,,,,,,fmod_studio_sounds/characters/dragonling_bossjumper/enemy_dragonling_bossjumper_alert,,,,,,,100,,
,Idle,sc3d/dragonling_bossjumper_idle_a.glb,10,,,,,fmod_studio_sounds/characters/dragonling_bossjumper/enemy_dragonling_bossjumper_idle_a,,,,,,,250,,
,,sc3d/dragonling_bossjumper_idle_a.glb,5,,,,,fmod_studio_sounds/characters/dragonling_bossjumper/enemy_dragonling_bossjumper_idle_a,,,,,,,250,,
,,sc3d/dragonling_bossjumper_idle_a.glb,5,,,,,fmod_studio_sounds/characters/dragonling_bossjumper/enemy_dragonling_bossjumper_idle_a,,,,,,,250,,
,Run,sc3d/dragonling_bossjumper_run.glb,,,,,,fmod_studio_sounds/characters/dragonling_bossjumper/enemy_dragonling_bossjumper_run,,,,,,1,100,,
,,,,,,,,fmod_studio_sounds/footsteps/footstep_enemy_giant,14,,,,,,,,
,,,,,,,,fmod_studio_sounds/footsteps/footstep_enemy_giant,28,,,,,,,,
,Attack1,sc3d/dragonling_bossjumper_attack_a.glb,,,,,,fmod_studio_sounds/characters/dragonling_bossjumper/enemy_dragonling_bossjumper_attack_a,,,,,,2,100,100,
,,,,,,,,fx/effect/ps_dragonling_mother_slash_01,8,,,,,,,,
,Attack2,sc3d/dragonling_bossjumper_attack_b.glb,,,,,,fmod_studio_sounds/characters/dragonling_bossjumper/enemy_dragonling_bossjumper_attack_b,,,,,,2,100,100,
,,,,,,,,fx/effect/ps_dragonling_mother_slash_02,8,,,,,,,,
,Ambush,sc3d/dragonling_bossjumper_skill_c.glb,,10,46,,,fmod_studio_sounds/characters/dragonling_bossjumper/enemy_dragonling_bossjumper_spawn,,,,,,2,,,
,Stun,sc3d/dragonling_bossjumper_stun.glb,,,,,,fmod_studio_sounds/characters/dragonling_bossjumper/enemy_dragonling_bossjumper_stun,,,,,,2,100,,
