Name,TID,Disabled,ExistsApple,ExistsAndroid,ExistsSCStore,Diamonds,USD,IconSWF,IconExportName,ShopItemExportName,OfferItemExportName,Order,RMB,TencentID,IsInChronos,GeoSet,IsPassProduct,PromoLabelTID,IsRealBillingPackage
com.supercell.rogue.offer209,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,209,sc/ui.sc,,,,18,,,TRUE,,,,TRUE
com.supercell.rogue.offer219,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,219,sc/ui.sc,,,,19,,,TRUE,,,,TRUE
com.supercell.rogue.offer229,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,229,sc/ui.sc,,,,20,,,TRUE,,,,TRUE
com.supercell.rogue.offer239,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,239,sc/ui.sc,,,,21,,,TRUE,,,,TRUE
com.supercell.rogue.offer249,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,249,sc/ui.sc,,,,22,,,TRUE,,,,TRUE
com.supercell.rogue.offer259,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,259,sc/ui.sc,,,,23,,,TRUE,,,,TRUE
com.supercell.rogue.offer269,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,269,sc/ui.sc,,,,24,,,TRUE,,,,TRUE
com.supercell.rogue.offer279,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,279,sc/ui.sc,,,,25,,,TRUE,,,,TRUE
com.supercell.rogue.offer289,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,289,sc/ui.sc,,,,26,,,TRUE,,,,TRUE
com.supercell.rogue.offer299,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,299,sc/ui.sc,,,,27,,,TRUE,,,,TRUE
com.supercell.rogue.offer329,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,329,sc/ui.sc,,,,28,,,TRUE,,,,TRUE
com.supercell.rogue.offer349,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,349,sc/ui.sc,,,,29,,,TRUE,,,,TRUE
com.supercell.rogue.offer379,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,379,sc/ui.sc,,,,30,,,TRUE,,,,TRUE
com.supercell.rogue.offer399,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,399,sc/ui.sc,,,,31,,,TRUE,,,,TRUE
com.supercell.rogue.offer429,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,429,sc/ui.sc,,,,32,,,TRUE,,,,TRUE
com.supercell.rogue.offer449,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,449,sc/ui.sc,,,,33,,,TRUE,,,,TRUE
com.supercell.rogue.offer479,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,479,sc/ui.sc,,,,34,,,TRUE,,,,TRUE
com.supercell.rogue.offer499,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,499,sc/ui.sc,,,,35,,,TRUE,,,,TRUE
com.supercell.rogue.offer549,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,549,sc/ui.sc,,,,36,,,TRUE,,,,TRUE
com.supercell.rogue.offer599,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,599,sc/ui.sc,,,,37,,,TRUE,,,,TRUE
com.supercell.rogue.offer649,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,649,sc/ui.sc,,,,38,,,TRUE,,,,TRUE
com.supercell.rogue.offer699,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,699,sc/ui.sc,,,,39,,,TRUE,,,,TRUE
com.supercell.rogue.offer749,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,749,sc/ui.sc,,,,40,,,TRUE,,,,TRUE
com.supercell.rogue.offer799,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,799,sc/ui.sc,,,,41,,,TRUE,,,,TRUE
com.supercell.rogue.offer849,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,849,sc/ui.sc,,,,42,,,TRUE,,,,TRUE
com.supercell.rogue.offer899,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,899,sc/ui.sc,,,,43,,,TRUE,,,,TRUE
com.supercell.rogue.offer949,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,949,sc/ui.sc,,,,44,,,TRUE,,,,TRUE
com.supercell.rogue.offer999,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,999,sc/ui.sc,,,,45,,,TRUE,,,,TRUE
com.supercell.rogue.offer1099,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,1099,sc/ui.sc,,,,46,,,TRUE,,,,TRUE
com.supercell.rogue.offer1199,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,1199,sc/ui.sc,,,,47,,,TRUE,,,,TRUE
com.supercell.rogue.offer1299,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,1299,sc/ui.sc,,,,48,,,TRUE,,,,TRUE
com.supercell.rogue.offer1399,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,1399,sc/ui.sc,,,,49,,,TRUE,,,,TRUE
com.supercell.rogue.offer1499,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,1499,sc/ui.sc,,,,50,,,TRUE,,,,TRUE
com.supercell.rogue.offer1599,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,1599,sc/ui.sc,,,,51,,,TRUE,,,,TRUE
com.supercell.rogue.offer1699,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,1699,sc/ui.sc,,,,52,,,TRUE,,,,TRUE
com.supercell.rogue.offer1799,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,1799,sc/ui.sc,,,,53,,,TRUE,,,,TRUE
com.supercell.rogue.offer1899,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,1899,sc/ui.sc,,,,54,,,TRUE,,,,TRUE
com.supercell.rogue.offer1999,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,1999,sc/ui.sc,,,,55,,,TRUE,,,,TRUE
com.supercell.rogue.offer2099,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,2099,sc/ui.sc,,,,56,,,TRUE,,,,TRUE
com.supercell.rogue.offer2199,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,2199,sc/ui.sc,,,,57,,,TRUE,,,,TRUE
com.supercell.rogue.offer2299,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,2299,sc/ui.sc,,,,58,,,TRUE,,,,TRUE
com.supercell.rogue.offer2399,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,2399,sc/ui.sc,,,,59,,,TRUE,,,,TRUE
com.supercell.rogue.offer2499,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,2499,sc/ui.sc,,,,60,,,TRUE,,,,TRUE
com.supercell.rogue.offer2599,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,2599,sc/ui.sc,,,,61,,,TRUE,,,,TRUE
com.supercell.rogue.offer2699,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,2699,sc/ui.sc,,,,62,,,TRUE,,,,TRUE
com.supercell.rogue.offer2799,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,2799,sc/ui.sc,,,,63,,,TRUE,,,,TRUE
com.supercell.rogue.offer2899,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,2899,sc/ui.sc,,,,64,,,TRUE,,,,TRUE
com.supercell.rogue.offer2999,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,2999,sc/ui.sc,,,,65,,,TRUE,,,,TRUE
com.supercell.rogue.offer3099,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,3099,sc/ui.sc,,,,66,,,TRUE,,,,TRUE
com.supercell.rogue.offer3199,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,3199,sc/ui.sc,,,,67,,,TRUE,,,,TRUE
com.supercell.rogue.offer3299,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,3299,sc/ui.sc,,,,68,,,TRUE,,,,TRUE
com.supercell.rogue.offer3399,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,3399,sc/ui.sc,,,,69,,,TRUE,,,,TRUE
com.supercell.rogue.offer3499,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,3499,sc/ui.sc,,,,70,,,TRUE,,,,TRUE
com.supercell.rogue.offer3599,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,3599,sc/ui.sc,,,,71,,,TRUE,,,,TRUE
com.supercell.rogue.offer3699,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,3699,sc/ui.sc,,,,72,,,TRUE,,,,TRUE
com.supercell.rogue.offer3799,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,3799,sc/ui.sc,,,,73,,,TRUE,,,,TRUE
com.supercell.rogue.offer3899,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,3899,sc/ui.sc,,,,74,,,TRUE,,,,TRUE
com.supercell.rogue.offer3999,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,3999,sc/ui.sc,,,,75,,,TRUE,,,,TRUE
com.supercell.rogue.offer4099,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,4099,sc/ui.sc,,,,76,,,TRUE,,,,TRUE
com.supercell.rogue.offer4199,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,4199,sc/ui.sc,,,,77,,,TRUE,,,,TRUE
com.supercell.rogue.offer4299,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,4299,sc/ui.sc,,,,78,,,TRUE,,,,TRUE
com.supercell.rogue.offer4399,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,4399,sc/ui.sc,,,,79,,,TRUE,,,,TRUE
com.supercell.rogue.offer4499,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,4499,sc/ui.sc,,,,80,,,TRUE,,,,TRUE
com.supercell.rogue.offer4599,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,4599,sc/ui.sc,,,,81,,,TRUE,,,,TRUE
com.supercell.rogue.offer4699,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,4699,sc/ui.sc,,,,82,,,TRUE,,,,TRUE
com.supercell.rogue.offer4799,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,4799,sc/ui.sc,,,,83,,,TRUE,,,,TRUE
com.supercell.rogue.offer4899,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,4899,sc/ui.sc,,,,84,,,TRUE,,,,TRUE
com.supercell.rogue.offer4999,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,4999,sc/ui.sc,,,,85,,,TRUE,,,,TRUE
com.supercell.rogue.offer5299,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,5299,sc/ui.sc,,,,86,,,TRUE,,,,TRUE
com.supercell.rogue.offer5499,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,5499,sc/ui.sc,,,,87,,,TRUE,,,,TRUE
com.supercell.rogue.offer5799,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,5799,sc/ui.sc,,,,88,,,TRUE,,,,TRUE
com.supercell.rogue.offer5999,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,5999,sc/ui.sc,,,,89,,,TRUE,,,,TRUE
com.supercell.rogue.offer6299,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,6299,sc/ui.sc,,,,90,,,TRUE,,,,TRUE
com.supercell.rogue.offer6499,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,6499,sc/ui.sc,,,,91,,,TRUE,,,,TRUE
com.supercell.rogue.offer6799,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,6799,sc/ui.sc,,,,92,,,TRUE,,,,TRUE
com.supercell.rogue.offer6999,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,6999,sc/ui.sc,,,,93,,,TRUE,,,,TRUE
com.supercell.rogue.offer7299,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,7299,sc/ui.sc,,,,94,,,TRUE,,,,TRUE
com.supercell.rogue.offer7499,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,7499,sc/ui.sc,,,,95,,,TRUE,,,,TRUE
com.supercell.rogue.offer7799,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,7799,sc/ui.sc,,,,96,,,TRUE,,,,TRUE
com.supercell.rogue.offer7999,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,7999,sc/ui.sc,,,,97,,,TRUE,,,,TRUE
com.supercell.rogue.offer8299,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,8299,sc/ui.sc,,,,98,,,TRUE,,,,TRUE
com.supercell.rogue.offer8499,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,8499,sc/ui.sc,,,,99,,,TRUE,,,,TRUE
com.supercell.rogue.offer8799,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,8799,sc/ui.sc,,,,100,,,TRUE,,,,TRUE
com.supercell.rogue.offer8999,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,8999,sc/ui.sc,,,,101,,,TRUE,,,,TRUE
com.supercell.rogue.offer9299,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,9299,sc/ui.sc,,,,102,,,TRUE,,,,TRUE
com.supercell.rogue.offer9499,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,9499,sc/ui.sc,,,,103,,,TRUE,,,,TRUE
com.supercell.rogue.offer9799,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,9799,sc/ui.sc,,,,104,,,TRUE,,,,TRUE
com.supercell.rogue.offer9999,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,9999,sc/ui.sc,,,,105,,,TRUE,,,,TRUE
com.supercell.rogue.offer10499,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,10499,sc/ui.sc,,,,106,,,TRUE,,,,TRUE
com.supercell.rogue.offer10999,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,10999,sc/ui.sc,,,,107,,,TRUE,,,,TRUE
com.supercell.rogue.offer11499,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,11499,sc/ui.sc,,,,108,,,TRUE,,,,TRUE
com.supercell.rogue.offer11999,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,11999,sc/ui.sc,,,,109,,,TRUE,,,,TRUE
com.supercell.rogue.offer12499,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,12499,sc/ui.sc,,,,110,,,TRUE,,,,TRUE
com.supercell.rogue.offer12999,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,12999,sc/ui.sc,,,,111,,,TRUE,,,,TRUE
com.supercell.rogue.offer13499,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,13499,sc/ui.sc,,,,112,,,TRUE,,,,TRUE
com.supercell.rogue.offer13999,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,13999,sc/ui.sc,,,,113,,,TRUE,,,,TRUE
com.supercell.rogue.offer14499,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,14499,sc/ui.sc,,,,114,,,TRUE,,,,TRUE
com.supercell.rogue.offer14999,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,14999,sc/ui.sc,,,,115,,,TRUE,,,,TRUE
com.supercell.rogue.offer15999,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,15999,sc/ui.sc,,,,116,,,TRUE,,,,TRUE
com.supercell.rogue.offer16999,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,16999,sc/ui.sc,,,,117,,,TRUE,,,,TRUE
com.supercell.rogue.offer17999,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,17999,sc/ui.sc,,,,118,,,TRUE,,,,TRUE
com.supercell.rogue.offer18999,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,18999,sc/ui.sc,,,,119,,,TRUE,,,,TRUE
com.supercell.rogue.offer19999,TID_SPECIAL_OFFER,FALSE,TRUE,TRUE,TRUE,,19999,sc/ui.sc,,,,120,,,TRUE,,,,TRUE
com.supercell.rogue.pc1,TID_DIAMONDS_10,FALSE,TRUE,TRUE,TRUE,,99,sc/ui.sc,,,,121,,,TRUE,,,,TRUE
com.supercell.rogue.pc10,TID_DIAMONDS_120,FALSE,TRUE,TRUE,TRUE,,999,sc/ui.sc,,,,122,,,TRUE,,,,TRUE
com.supercell.rogue.pc100,TID_DIAMONDS_1400,FALSE,TRUE,TRUE,TRUE,,9999,sc/ui.sc,,,,123,,,TRUE,,,,TRUE
com.supercell.rogue.pc20,TID_DIAMONDS_250,FALSE,TRUE,TRUE,TRUE,,1999,sc/ui.sc,,,,124,,,TRUE,,,,TRUE
com.supercell.rogue.pc5,TID_DIAMONDS_55,FALSE,TRUE,TRUE,TRUE,,499,sc/ui.sc,,,,125,,,TRUE,,,,TRUE
com.supercell.rogue.pc50,TID_DIAMONDS_650,FALSE,TRUE,TRUE,TRUE,,4999,sc/ui.sc,,,,126,,,TRUE,,,,TRUE
com.supercell.rogue.offerfree,TID_SPECIAL_OFFER,FALSE,FALSE,FALSE,TRUE,,0,sc/ui.sc,,,,127,,,TRUE,,,,TRUE
