Name,OrderNumber,Category,TaskType,Paragon,AchReq,Season,ParagonTokenReward,Disabled,XpLevelReq,EndgameLevelReq,LocReq,GearCondition,MonsterCondition,LocCondition,EventTypeCondition,LocTypeCondition,BossRequiredCondition,GearTypeCondition,TargetLevelCondition,TotalProgress,TargetTime,XpReward,SkinReward,NeverDisplayAsNew,SkinTokenReward,TID,Hidden,VisibleOnlyInMatchingSeason
string,int,int,int,boolean,string,int,int,boolean,int,int,string,string,string,string,string,string,boolean,string,int,int,int,int,string,boolean,int,string,boolean,boolean
XP12_26_ChampBossesMap,1226,104,5,,,,,,,,W01_OA03,,,W01_OA03,,,TRUE,,,1,,1000
,,,,,,,,,,,,,,,,,,,,5,,1500
,,,,,,,,,,,,,,,,,,,,5,,2000
XP16_1_FindChest,1601,105,2,,,,,,,,W02_OA02,,,W02_OA02,,,,,,10,,1000
XP16_2_HuntMap,1602,105,1,,,,,,,,W02_OA02,,,W02_OA02,,,,,,1500,,1000
,,,,,,,,,,,,,,,,,,,,4000,,1500
,,,,,,,,,,,,,,,,,,,,7000,,2000
XP16_5_Protect,1605,105,1,,,,,,,,W02_OA02,,BeetleEscort,W02_OA02,,,,,,10,,1000
,,,,,,,,,,,,,,,,,,,,30,,1500
,,,,,,,,,,,,,,,,,,,,60,,2000
XP16_8_HuntMonster,1608,105,1,,,,,,,,W02_OA02,,BeetleStrongKnight,W02_OA02,,,,,,150,,1000
,,,,,,,,,,,,,,,,,,,,500,,1500
,,,,,,,,,,,,,,,,,,,,750,,2000
XP16_11_HuntMonster,1611,105,1,,,,,,,,W02_OA02,,BeetleStrongRanged,W02_OA02,,,,,,100,,1000
,,,,,,,,,,,,,,,,,,,,300,,1500
,,,,,,,,,,,,,,,,,,,,600,,2000
XP16_14_HuntMonster,1614,105,1,,,,,,,,W02_OA02,,BeetleStrongBlower,W02_OA02,,,,,,30,,1000
,,,,,,,,,,,,,,,,,,,,80,,1500
,,,,,,,,,,,,,,,,,,,,140,,2000
XP16_17_HuntMonster,1617,105,1,,,,,,,,W02_OA02,,BeetleStrongMelee,W02_OA02,,,,,,30,,1000
,,,,,,,,,,,,,,,,,,,,80,,1500
,,,,,,,,,,,,,,,,,,,,140,,2000
XP16_20_HuntBoss,1620,105,1,,,,,,,,W02_OA02,,BeetleBossEasyOpen,W02_OA02,,,,,,8,,1000
,,,,,,,,,,,,,,,,,,,,25,,1500
,,,,,,,,,,,,,,,,,,,,40,,2000
XP16_23_HuntBoss,1623,105,1,,,,,,,,W02_OA02,,BeetleDungeonBossOpen,W02_OA02,,,,,,4,,1000
,,,,,,,,,,,,,,,,,,,,10,,1500
,,,,,,,,,,,,,,,,,,,,20,,2000
XP16_14_HuntBoss,1614,105,1,,,,,,,,W02_OA02,,BeetleBossMediumOpen,W02_OA02,,,,,,5,,1000
,,,,,,,,,,,,,,,,,,,,10,,1500
,,,,,,,,,,,,,,,,,,,,20,,2000
XP20_1_FindChest,2001,106,2,,,,,,,,W01_OA04,,,W01_OA04,,,,,,10,,1000
XP20_2_HuntMap,2002,106,1,,,,,,,,W01_OA04,,,W01_OA04,,,,,,1500,,1000
,,,,,,,,,,,,,,,,,,,,4500,,1500
,,,,,,,,,,,,,,,,,,,,8000,,2000
XP20_5_HuntMonster,2005,106,1,,,,,,,,W01_OA04,,DragonlingStrongJumperV2,W01_OA04,,,,,,30,,1000
,,,,,,,,,,,,,,,,,,,,80,,1500
,,,,,,,,,,,,,,,,,,,,140,,2000
XP20_8_HuntMonster,2008,106,1,,,,,,,,W01_OA04,,DragonlingStrongWhelp,W01_OA04,,,,,,80,,1000
,,,,,,,,,,,,,,,,,,,,250,,1500
,,,,,,,,,,,,,,,,,,,,400,,2000
XP20_11_HuntMonster,2011,106,1,,,,,,,,W01_OA04,,DragonlingStrongMelee,W01_OA04,,,,,,100,,1000
,,,,,,,,,,,,,,,,,,,,300,,1500
,,,,,,,,,,,,,,,,,,,,600,,2000
XP20_14_HuntMonster,2014,106,1,,,,,,,,W01_OA04,,RetreatingBeetleHard,W01_OA04,,,,,,15,,1000
,,,,,,,,,,,,,,,,,,,,40,,1500
,,,,,,,,,,,,,,,,,,,,60,,2000
XP20_17_HuntMonster,2017,106,1,,,,,,,,W01_OA04,,EasyPortal,W01_OA04,,,,,,8,,1000
,,,,,,,,,,,,,,,,,,,,25,,1500
,,,,,,,,,,,,,,,,,,,,40,,2000
XP20_20_HuntMonster,2020,106,1,,,,,,,,W01_OA04,,DragonlingRaidBoss2Open,W01_OA04,,,,,,5,,1000
,,,,,,,,,,,,,,,,,,,,15,,1500
,,,,,,,,,,,,,,,,,,,,30,,2000
XP20_23_HuntBoss,2023,106,1,,,,,,,,W01_OA04,,DragonlingBossChargerOpen,W01_OA04,,,,,,4,,1000
,,,,,,,,,,,,,,,,,,,,10,,1500
,,,,,,,,,,,,,,,,,,,,20,,2000
XP20_26_HuntBoss,2026,106,1,,,,,,,,W01_OA04,,DragonlingRaidBoss1Open,W01_OA04,,,,,,1,,1000
,,,,,,,,,,,,,,,,,,,,3,,1500
,,,,,,,,,,,,,,,,,,,,6,,2000
XP20_29_ChampionMap,2029,106,5,,,,,,,,W01_OA04,,,W01_OA04,,,,,,15,,1000
,,,,,,,,,,,,,,,,,,,,40,,1500
,,,,,,,,,,,,,,,,,,,,60,,2000
XP25_1_FindChest,2501,107,2,,,,,,,,W02_OA03,,,W02_OA03,,,,,,10,,1000
XP25_2_HuntMap,2502,107,1,,,,,,,,W02_OA03,,,W02_OA03,,,,,,750,,1000
,,,,,,,,,,,,,,,,,,,,2000,,1500
,,,,,,,,,,,,,,,,,,,,3500,,2000
XP25_5_HuntMonster,2505,107,1,,,,,,,,W02_OA03,,BeetleWeakDasher,W02_OA03,,,,,,300,,1000
,,,,,,,,,,,,,,,,,,,,1000,,1500
,,,,,,,,,,,,,,,,,,,,1500,,2000
XP25_8_HuntMonster,2508,107,1,,,,,,,,W02_OA03,,BeetleStrongMelee,W02_OA03,,,,,,80,,1000
,,,,,,,,,,,,,,,,,,,,250,,1500
,,,,,,,,,,,,,,,,,,,,400,,2000
XP25_11_HuntMonster,2511,107,1,,,,,,,,W02_OA03,,BeetleStrongBlower,W02_OA03,,,,,,80,,1000
,,,,,,,,,,,,,,,,,,,,250,,1500
,,,,,,,,,,,,,,,,,,,,400,,2000
XP25_14_HuntMonster,2514,107,1,,,,,,,,W02_OA03,,BeetleStrongSummoner,W02_OA03,,,,,,50,,1000
,,,,,,,,,,,,,,,,,,,,150,,1500
,,,,,,,,,,,,,,,,,,,,300,,2000
XP25_17_HuntMonster,2517,107,1,,,,,,,,W02_OA03,,LivingWeapon,W02_OA03,,,,,,50,,1000
,,,,,,,,,,,,,,,,,,,,150,,1500
,,,,,,,,,,,,,,,,,,,,300,,2000
XP25_20_HuntBoss,2520,107,1,,,,,,,,W02_OA03,,BeetleDungeonBossOpen,W02_OA03,,,,,,15,,1000
,,,,,,,,,,,,,,,,,,,,50,,1500
,,,,,,,,,,,,,,,,,,,,80,,2000
XP25_23_HuntBoss,2523,107,1,,,,,,,,W02_OA03,,BeetleBossMediumOpen,W02_OA03,,,,,,8,,1000
,,,,,,,,,,,,,,,,,,,,25,,1500
,,,,,,,,,,,,,,,,,,,,40,,2000
XP25_26_HuntBoss,2526,107,1,,,,,,,,W02_OA03,,BeetleDungeonBoss2Open,W02_OA03,,,,,,5,,1000
,,,,,,,,,,,,,,,,,,,,15,,1500
,,,,,,,,,,,,,,,,,,,,25,,2000
XP25_29_ChampionMap,2529,107,5,,,,,,,,W02_OA03,,,W02_OA03,,,,,,6,,1000
,,,,,,,,,,,,,,,,,,,,15,,1500
,,,,,,,,,,,,,,,,,,,,30,,2000
XP25_32_ChampBossesMap,2532,107,5,,,,,,,,W02_OA03,,,W02_OA03,,,TRUE,,,1,,1000
,,,,,,,,,,,,,,,,,,,,3,,1500
,,,,,,,,,,,,,,,,,,,,5,,2000
XP11_1_CompleteDungeonTimed,1101,301,3,,,,,,,,W01_DG01,,,W01_DG01,,TEAM_TRIAL,,,,1,180,10000
,,,,,,,,,,,,,,,,,,,,2,120,10000
XP12_29_CompleteDungeonTimed,1229,301,3,,,,,,,,,,,W01_ARENA,,TEAM_TRIAL,,,,1,180,10000
,,,,,,,,,,,,,,,,,,,,2,120,10000
XP14_1_CompleteDungeonTimed,1401,301,3,,,,,,,,,,,W02_DG01,,TEAM_TRIAL,,,,1,180,10000
,,,,,,,,,,,,,,,,,,,,2,120,10000
XP15_1_CompleteDungeonTimed,1501,302,3,,,,,,,,,,,W01_DG02,,TEAM_TRIAL,,,,1,180,10000
,,,,,,,,,,,,,,,,,,,,2,120,10000
XP17_2_CompleteDungeonTimed,1702,302,3,,,,,,,,,,,W02_DG02,,TEAM_TRIAL,,,,1,180,10000
,,,,,,,,,,,,,,,,,,,,2,120,10000
XP18_1_CompleteDungeonTimed,1801,302,3,,,,,,,,,,,W01_DG09,,TEAM_TRIAL,,,,1,180,10000
,,,,,,,,,,,,,,,,,,,,2,120,10000
XP22_2_CompleteDungeonTimed,2202,303,3,,,,,,,,,,,CH1_DEFENSE_ARENA_01,,TEAM_TRIAL,,,,1,180,10000
,,,,,,,,,,,,,,,,,,,,2,120,10000
XP23_2_CompleteDungeonTimed,2302,303,3,,,,,,,,,,,CH1_MONSTER_HUNT_02,,TEAM_TRIAL,,,,1,180,10000
,,,,,,,,,,,,,,,,,,,,2,120,10000
XP24_1_CompleteDungeonTimed,2401,303,3,,,,,,,,,,,CH1_MONSTER_HUNT_01,,TEAM_TRIAL,,,,1,180,10000
,,,,,,,,,,,,,,,,,,,,2,120,10000
XP14_2_CompleteDungeon,1402,14,3,,,,,TRUE,,,,,,W01_DG01_1,,TEAM_TRIAL,,,,1
XP16_30_CompleteDungeon,1630,14,3,,XP14_2_CompleteDungeon,,,TRUE,,,,,,W01_ARENA_1,,TEAM_TRIAL,,,,1
XP17_3_CompleteDungeon,1703,14,3,,XP16_30_CompleteDungeon,,,TRUE,,,,,,W02_DG01_1,,TEAM_TRIAL,,,,1
XP19_2_CompleteDungeon,1902,14,3,,XP17_3_CompleteDungeon,,,TRUE,,,,,,W01_DG02_1,,TEAM_TRIAL,,,,1
XP20_33_CompleteDungeon,2033,14,3,,XP19_2_CompleteDungeon,,,TRUE,,,,,,W02_DG02_1,,TEAM_TRIAL,,,,1
XP21_1_CompleteDungeon,2101,14,3,,XP20_33_CompleteDungeon,,,TRUE,,,,,,W01_DG09_1,,TEAM_TRIAL,,,,1
XP23_3_CompleteDungeon,2303,14,3,,XP21_1_CompleteDungeon,,,TRUE,,,,,,W01_DG01_2,,TEAM_TRIAL,,,,1
XP24_2_CompleteDungeon,2402,14,3,,XP23_3_CompleteDungeon,,,TRUE,,,,,,W01_ARENA_2,,TEAM_TRIAL,,,,1
XP26_1_CompleteDungeon,2601,14,3,,XP24_2_CompleteDungeon,,,TRUE,,,,,,W02_DG01_2,,TEAM_TRIAL,,,,1
XP27_2_CompleteDungeon,2702,14,3,,XP26_1_CompleteDungeon,,,TRUE,,,,,,W01_DG02_2,,TEAM_TRIAL,,,,1
XP28_2_CompleteDungeon,2802,14,3,,XP27_2_CompleteDungeon,,,TRUE,,,,,,W02_DG02_2,,TEAM_TRIAL,,,,1
XP30_1_CompleteDungeon,3001,14,3,,XP28_2_CompleteDungeon,,,TRUE,,,,,,W01_DG09_2,,TEAM_TRIAL,,,,1
XP24_3_CompleteDungeon,2403,14,3,,,,,TRUE,,,,,,CH1_DEFENSE_ARENA_01_1,,TEAM_TRIAL,,,,1
XP25_35_CompleteDungeon,2535,14,3,,XP24_3_CompleteDungeon,,,TRUE,,,,,,CH1_MONSTER_HUNT_02_1,,TEAM_TRIAL,,,,1
XP26_2_CompleteDungeon,2602,14,3,,XP25_35_CompleteDungeon,,,TRUE,,,,,,CH1_MONSTER_HUNT_01_1,,TEAM_TRIAL,,,,1
XP27_3_CompleteDungeon,2703,14,3,,XP26_2_CompleteDungeon,,,TRUE,,,,,,CH1_DEFENSE_ARENA_01_2,,TEAM_TRIAL,,,,1
XP27_4_CompleteDungeon,2704,14,3,,XP27_3_CompleteDungeon,,,TRUE,,,,,,CH1_MONSTER_HUNT_02_2,,TEAM_TRIAL,,,,1
XP28_3_CompleteDungeon,2803,14,3,,XP27_4_CompleteDungeon,,,TRUE,,,,,,CH1_MONSTER_HUNT_01_2,,TEAM_TRIAL,,,,1
XP30_2_CompleteDungeon,3002,14,3,,,,,TRUE,,,,,,W01_DG06_1,,TEAM_TRIAL,,,,1
XP30_3_CompleteDungeon,3003,14,3,,XP30_2_CompleteDungeon,,,TRUE,,,,,,W01_DG05_1,,TEAM_TRIAL,,,,1
XP30_4_CompleteDungeon,3004,14,3,,XP30_3_CompleteDungeon,,,TRUE,,,,,,W01_DG03_1,,TEAM_TRIAL,,,,1
XP30_5_CompleteDungeon,3005,14,3,,XP30_4_CompleteDungeon,,,TRUE,,,,,,W01_DG04_1,,TEAM_TRIAL,,,,1
XP30_6_CompleteDungeon,3006,14,3,,XP30_5_CompleteDungeon,,,TRUE,,,,,,W02_ARENA_1,,TEAM_TRIAL,,,,1
XP30_7_CompleteDungeon,3007,14,3,,XP30_6_CompleteDungeon,,,TRUE,,,,,,W02_DG08_1,,TEAM_TRIAL,,,,1
XP30_8_CompleteDungeon,3008,14,3,,XP30_7_CompleteDungeon,,,TRUE,,,,,,W02_DG03_1,,TEAM_TRIAL,,,,1
XP30_9_CompleteDungeon,3009,14,3,,XP30_8_CompleteDungeon,,,TRUE,,,,,,W02_DG04_1,,TEAM_TRIAL,,,,1
XP30_10_CompleteDungeon,3010,14,3,,XP30_9_CompleteDungeon,,,TRUE,,,,,,W02_DG09_1,,TEAM_TRIAL,,,,1
XP30_11_CompleteDungeon,3011,14,3,,XP30_10_CompleteDungeon,,,TRUE,,,,,,W01_DG06_2,,TEAM_TRIAL,,,,1
XP30_12_CompleteDungeon,3012,14,3,,XP30_11_CompleteDungeon,,,TRUE,,,,,,W01_DG05_2,,TEAM_TRIAL,,,,1
XP30_13_CompleteDungeon,3013,14,3,,XP30_12_CompleteDungeon,,,TRUE,,,,,,W01_DG03_2,,TEAM_TRIAL,,,,1
XP30_14_CompleteDungeon,3014,14,3,,XP30_13_CompleteDungeon,,,TRUE,,,,,,W01_DG04_2,,TEAM_TRIAL,,,,1
XP30_15_CompleteDungeon,3015,14,3,,XP30_14_CompleteDungeon,,,TRUE,,,,,,W02_ARENA_2,,TEAM_TRIAL,,,,1
XP30_16_CompleteDungeon,3016,14,3,,XP30_15_CompleteDungeon,,,TRUE,,,,,,W02_DG08_2,,TEAM_TRIAL,,,,1
XP30_17_CompleteDungeon,3017,14,3,,XP30_16_CompleteDungeon,,,TRUE,,,,,,W02_DG03_2,,TEAM_TRIAL,,,,1
XP30_18_CompleteDungeon,3018,14,3,,XP30_17_CompleteDungeon,,,TRUE,,,,,,W02_DG04_2,,TEAM_TRIAL,,,,1
XP30_19_CompleteDungeon,3019,14,3,,XP30_18_CompleteDungeon,,,TRUE,,,,,,W02_DG09_2,,TEAM_TRIAL,,,,1
XP15_2_CompleteDungeon,1502,14,3,,,,,TRUE,,,,,,W00_SOLO_DG_INTRO1_1,,SOLO_TRIAL,,,,1
XP16_31_CompleteDungeon,1631,14,3,,XP15_2_CompleteDungeon,,,TRUE,,,,,,W00_SOLO_DG_INTRO2_1,,SOLO_TRIAL,,,,1
XP17_4_CompleteDungeon,1704,14,3,,XP16_31_CompleteDungeon,,,TRUE,,,,,,W00_SOLO_DG_INTRO3_1,,SOLO_TRIAL,,,,1
XP18_2_CompleteDungeon,1802,14,3,,XP17_4_CompleteDungeon,,,TRUE,,,,,,W00_SOLO_DG_INTRO1_2,,SOLO_TRIAL,,,,1
XP19_3_CompleteDungeon,1903,14,3,,XP18_2_CompleteDungeon,,,TRUE,,,,,,W00_SOLO_DG_INTRO2_2,,SOLO_TRIAL,,,,1
XP20_34_CompleteDungeon,2034,14,3,,XP19_3_CompleteDungeon,,,TRUE,,,,,,W00_SOLO_DG_INTRO3_2,,SOLO_TRIAL,,,,1
XP30_20_CompleteDungeon,3020,14,3,,,,,TRUE,,,,,,W00_SOLO_DG01_1,,SOLO_TRIAL,,,,1
XP30_21_CompleteDungeon,3021,14,3,,XP30_20_CompleteDungeon,,,TRUE,,,,,,W00_SOLO_DG02_1,,SOLO_TRIAL,,,,1
XP30_22_CompleteDungeon,3022,14,3,,XP30_21_CompleteDungeon,,,TRUE,,,,,,W00_SOLO_DG03_1,,SOLO_TRIAL,,,,1
XP30_23_CompleteDungeon,3023,14,3,,XP30_22_CompleteDungeon,,,TRUE,,,,,,W00_SOLO_DG04_1,,SOLO_TRIAL,,,,1
XP30_24_CompleteDungeon,3024,14,3,,XP30_23_CompleteDungeon,,,TRUE,,,,,,W00_SOLO_DG05_1,,SOLO_TRIAL,,,,1
XP30_25_CompleteDungeon,3025,14,3,,XP30_24_CompleteDungeon,,,TRUE,,,,,,W00_SOLO_DG06_1,,SOLO_TRIAL,,,,1
XP30_26_CompleteDungeon,3026,14,3,,XP30_25_CompleteDungeon,,,TRUE,,,,,,W00_SOLO_DG01_2,,SOLO_TRIAL,,,,1
XP30_27_CompleteDungeon,3027,14,3,,XP30_26_CompleteDungeon,,,TRUE,,,,,,W00_SOLO_DG02_2,,SOLO_TRIAL,,,,1
XP30_28_CompleteDungeon,3028,14,3,,XP30_27_CompleteDungeon,,,TRUE,,,,,,W00_SOLO_DG03_2,,SOLO_TRIAL,,,,1
XP30_29_CompleteDungeon,3029,14,3,,XP30_28_CompleteDungeon,,,TRUE,,,,,,W00_SOLO_DG04_2,,SOLO_TRIAL,,,,1
XP30_30_CompleteDungeon,3030,14,3,,XP30_29_CompleteDungeon,,,TRUE,,,,,,W00_SOLO_DG05_2,,SOLO_TRIAL,,,,1
XP30_31_CompleteDungeon,3031,14,3,,XP30_30_CompleteDungeon,,,TRUE,,,,,,W00_SOLO_DG06_2,,SOLO_TRIAL,,,,1
XP10_55_GearDamage,1055,201,14,,,,,,,,,StartingWeapon,,,,,,,,250000,,1000
,,,,,,,,,,,,,,,,,,,,750000,,1500
,,,,,,,,,,,,,,,,,,,,1400000,,2000
XP10_58_GearDamage,1058,201,14,,,,,,,,,BigPetWeapon,,,,,,,,150000,,1000
,,,,,,,,,,,,,,,,,,,,450000,,1500
,,,,,,,,,,,,,,,,,,,,850000,,2000
XP10_61_GearDamage,1061,201,14,,,,,,,,,MultishotBow,,,,,,,,150000,,1000
,,,,,,,,,,,,,,,,,,,,450000,,1500
,,,,,,,,,,,,,,,,,,,,850000,,2000
XP10_64_GearHeal,1064,201,15,,,,,,,,,HealingStaff,,,,,,,,150000,,1000
,,,,,,,,,,,,,,,,,,,,450000,,1500
,,,,,,,,,,,,,,,,,,,,850000,,2000
XP10_67_GearHeal,1067,202,15,,,,,,,,,AreaHeal,,,,,,,,80000,,1000
,,,,,,,,,,,,,,,,,,,,250000,,1500
,,,,,,,,,,,,,,,,,,,,400000,,2000
XP10_70_GearDamage,1070,203,14,,,,,,,,,LightningPassive,,,,,,,,50000,,1000
,,,,,,,,,,,,,,,,,,,,150000,,1500
,,,,,,,,,,,,,,,,,,,,300000,,2000
XP10_73_GearHeal,1073,203,15,,,,,,,,,HealPerHitPassive,,,,,,,,50000,,1000
,,,,,,,,,,,,,,,,,,,,150000,,1500
,,,,,,,,,,,,,,,,,,,,300000,,2000
XP11_2_GearHeal,1102,202,15,,,,,,,,,HealSkill,,,,,,,,25000,,1000
,,,,,,,,,,,,,,,,,,,,80000,,1500
,,,,,,,,,,,,,,,,,,,,150000,,2000
XP10_76_GearDamage,1076,202,14,,,,,,,,,PushBackSkill,,,,,,,,150000,,1000
,,,,,,,,,,,,,,,,,,,,450000,,1500
,,,,,,,,,,,,,,,,,,,,850000,,2000
XP10_79_GearDamage,1079,202,14,,,,,,,,,MagicMissilesSkill,,,,,,,,150000,,1000
,,,,,,,,,,,,,,,,,,,,450000,,1500
,,,,,,,,,,,,,,,,,,,,850000,,2000
XP10_82_GearDamage,1082,203,14,,,,,,,,,MiniCritAoePassive,,,,,,,,150000,,1000
,,,,,,,,,,,,,,,,,,,,450000,,1500
,,,,,,,,,,,,,,,,,,,,850000,,2000
XP14_3_GearDamage,1403,202,14,,,,,,,,,MiniPushbackSkill,,,,,,,,50000,,1000
,,,,,,,,,,,,,,,,,,,,150000,,1500
,,,,,,,,,,,,,,,,,,,,300000,,2000
XP13_1_GearDamage,1301,201,14,,,,,,,,,SwordAndShield,,,,,,,,100000,,1000
,,,,,,,,,,,,,,,,,,,,300000,,1500
,,,,,,,,,,,,,,,,,,,,550000,,2000
XP10_85_GearDamage,1085,203,14,,,,,,,,,ConstantAoeDamagePassive,,,,,,,,150000,,1000
,,,,,,,,,,,,,,,,,,,,450000,,1500
,,,,,,,,,,,,,,,,,,,,850000,,2000
XP15_3_GearDamage,1503,202,14,,,,,,,,,IceStormSkill,,,,,,,,150000,,1000
,,,,,,,,,,,,,,,,,,,,400000,,1500
,,,,,,,,,,,,,,,,,,,,700000,,2000
XP17_5_GearDamage,1705,201,14,,,,,,,,,Bombs,,,,,,,,350000,,1000
